student_id,text_curhat,emotion,row_status
MHS_00683,"Sumpah kesel banget hari ini, ngejalanin format laporan yang berubah-ubah dengan susah payah tapi hanya di-read tanpa balasan, entah sampai kapan harus begini terus.",Anger,clean
MHS_08160,"Makin hari makin enek, ngadepin revisi yang standarnya terus berubah yang terus-terusan memberi tugas tambahan mendekati deadline rapat, bener-bener gak dihargai usahanya.",Anger,clean
MHS_02699,"Takut banget ya Allah, tiap inget bimbingan draf final besok langsung langsung panik dan tidak bisa fokus sama sekali, kepikiran terus sampe susah tidur.",Fear,clean
MHS_05308,"Gak sia-sia perjuangan selama ini, perjuangan buat judul skripsi akhirnya disetujui kaprodi akhirnya terbayar, rasanya beban berkurang banyak.",Joy,clean
MHS_04779,"Panik terus dari tadi, takut banget kalau tidak lulus dalam sidang pertama di depan semua orang, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_06188,"Panik terus dari tadi, tiap inget ujian komprehensif yang semakin dekat langsung tangan gemetar setiap kali harus mulai ngerjain, kepikiran terus sampe susah tidur.",Fear,clean
MHS_06023,"Rutinitas normal seperti biasa, mulai hari dengan membaca ulang jurnal-jurnal acuan dulu sebelum kuliah, standar hari-hari mahasiswa.",Neutral,clean
MHS_01676,"Mood drop drastis hari ini, udah usaha keras buat membaca ulang jurnal-jurnal acuan tapi revisi dicoret semua tanpa penjelasan yang jelas bikin hancur semuanya, semoga ini cepet berlalu.",Sadness,clean
MHS_D00529,"Hampa banget rasanya hari ini, udah usaha keras buat membaca ulang jurnal-jurnal acuan tapi surat izin penelitian belum keluar juga bikin hancur semuanya, rasanya pengen menyerah aja.",Sadnes,dirty_typo_Sadness
MHS_02081,"Mental udah di ujung, ngetik buat syarat kelulusan semester ini tapi energi terkuras habis karena kerja shift malam bikin makin berat, sedihnya udah nembus-nembus.",Sadness,clean
MHS_05104,"Hampa banget rasanya hari ini, ngetik buat proposal PKM ini tapi belum nemu solusi di bagian olah data statistik bikin makin berat, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_09829,"Tiap malam gelisah, bayangin sidang skripsi bulan depan aja udah bikin langsung panik dan tidak bisa fokus sama sekali, kepikiran terus sampe susah tidur.",Fear,clean
MHS_09145,"Hampa banget rasanya hari ini, udah usaha keras buat menyusun daftar pertanyaan kuesioner tapi dosen minta ganti metode pas udah di bab 4 bikin hancur semuanya, semoga ini cepet berlalu.",Sadness,clean
MHS_04282,"Kepikiran terus ga bisa berhenti, mikirin bimbingan draf final besok yang makin deket tanggalnya, kepikiran terus sampe susah tidur.",Fear,clean
MHS_05687,"Tiap malam gelisah, ada tuntutan finansial keluarga yang mendesak yang bikin makin ga sanggup, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_03479,"Rutinitas normal seperti biasa, mulai hari dengan merevisi bagian yang dikoreksi pembimbing dulu sebelum kuliah, cukup hari ini, besok lanjut lagi.",Neutral,clean
MHS_02315,"Gak tau lagi harus gimana, habis ngalamin sidang proposal ditunda lagi tanpa alasan pasti pas lagi coba fokus menganalisis hasil wawancara, semoga besok lebih baik.",Sadness,clean
MHS_08179,"Tiap malam overthinking sendirian, energi udah habis buat mencatat poin penting dari buku referensi tapi tetep dapet referensi yang dibutuhkan susah diakses, semoga besok lebih baik.",Sadness,clean
MHS_07356,"Mental udah di ujung, udah usaha keras buat menyusun daftar pertanyaan kuesioner tapi data yang dikumpulkan dinyatakan tidak valid bikin hancur semuanya, capek banget ya Allah.",Sadness,clean
MHS_08929,"Agenda siang ini, ngelanjutin rekap presensi bimbingan yang kemarin belum selesai, cukup hari ini, besok lanjut lagi.",Neutral,clean
MHS_D01949,"   Sumpah kesel banget hari ini, ngejalanin revisi yang standarnya terus berubah dengan susah payah tapi mengabaikan pertanyaan yang sudah dikirim lewat email, males banget sumpah.  ",Fear,dirty_whitespace
MHS_D02059,"Takut banget ya Allah, belum siap sama sekali buat ngadepin bimbingan draf final besok, cuma bisa berdoa yang terbaik.",Fear,dirty_duplicate
MHS_00619,"Duh, pengen nangis rasanya, udah usaha keras buat merapikan format daftar pustaka tapi dosen minta ganti metode pas udah di bab 4 bikin hancur semuanya, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_D01388,"   Takut banget ya Allah, takut banget kalau tidak bisa menjawab pertanyaan dosen penguji dengan benar di depan semua orang, ga tau harus mulai dari mana buat tenangin diri.  ",Sadness,dirty_whitespace
MHS_06739,"Gak habis pikir sama situasi ini, sama partner kelompok tugas akhir yang memberi deadline baru yang tidak masuk akal, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_02424,"Mood drop drastis hari ini, ngerasa tertinggal jauh karena belum nemu solusi di bagian olah data statistik pas lagi kejar laporan akhir magang, semoga ini cepet berlalu.",Sadness,clean
MHS_07075,"Jujur lagi di fase paling berat, energi udah habis buat menyusun daftar pertanyaan kuesioner tapi tetep dapet deadline bertumpuk di minggu yang sama, semoga ini cepet berlalu.",Sadness,clean
MHS_09261,"Bener-bener bikin emosi, udah bersabar tapi dosen pembimbing utama tetap menghilang saat paling dibutuhkan untuk kerja kelompok, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_09155,"Tiap malam gelisah, tekanan dari angkatan yang sudah banyak lulus yang terus menumpuk bikin tangan gemetar setiap kali harus mulai ngerjain, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_05315,"Deg-degan parah nih, tiap inget presentasi sempro minggu ini langsung kepikiran terus sampai susah tidur malam, kepikiran terus sampe susah tidur.",Fear,clean
MHS_00821,"Gak bisa tenang sama sekali, kalau nanti blank total saat presentasi nanti beneran kejadian, rasanya waktu terus berjalan tapi persiapan belum siap.",Fear,clean
MHS_D01805,"   Makin hari makin enek, ngadepin sistem birokrasi kampus yang berbelit yang terus-terusan hanya di-read tanpa balasan, lelah harus selalu jadi pihak yang sabar.  ",Anger,dirty_whitespace
MHS_00750,"Duh, pengen nangis rasanya, ngetik buat tugas akhir semester ini tapi deadline bertumpuk di minggu yang sama bikin makin berat, rasanya pengen menyerah aja.",Sadness,clean
MHS_04683,"Gak habis pikir sama situasi ini, urusan jadwal bimbingan yang tidak konsisten ga kelar-kelar karena mengabaikan pertanyaan yang sudah dikirim lewat email, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_00940,"Hampa banget rasanya hari ini, habis ngalamin dosen minta ganti metode pas udah di bab 4 pas lagi coba fokus membaca ulang jurnal-jurnal acuan, semoga ini cepet berlalu.",Sadness,clean
MHS_04535,"Stres dan ngerasa sendirian, ngerasa tertinggal jauh karena rekan kelompok tidak bisa diandalkan pas lagi kejar skripsi ini, rasanya pengen menyerah aja.",Sadness,clean
MHS_05914,"Lagi di titik terendah kayaknya, ngerasa tertinggal jauh karena selalu ada revisi baru dari dosen penguji tiap ketemu pas lagi kejar progress bimbingan minggu ini, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_00612,"Gak habis pikir sama situasi ini, udah bersabar tapi koordinator magang tetap memberi deadline baru yang tidak masuk akal, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_07710,"Bisa-bisanya diperlakuin kayak gini, urusan sistem birokrasi kampus yang berbelit ga kelar-kelar karena selalu berubah keputusannya setiap pertemuan, entah sampai kapan harus begini terus.",Anger,clean
MHS_D00125,,Neutral,dirty_missing_text
MHS_D00306,"Takut banget ya Allah, tiap inget ujian komprehensif yang semakin dekat langsung tangan gemetar setiap kali harus mulai ngerjain, rasanya waktu terus berjalan tapi persiapan belum siap.",,dirty_missing_emotion
MHS_D02108,"Sumpah kesel banget hari ini, situasi jadwal bimbingan yang tidak konsisten makin parah karena mengabaikan pertanyaan yang sudah dikirim lewat email, padahal udah usaha keras banget.",Anger,dirty_duplicate
MHS_D00733,"Gak tau lagi harus gimana, ngerasa tertinggal jauh karena belum nemu solusi di bagian olah data statistik pas lagi kejar proposal PKM ini, ujungnya cuma bisa pasrah deh.",Sadnes,dirty_typo_Sadness
MHS_03226,"Dibuat frustrasi terus, situasi revisi yang standarnya terus berubah makin parah karena selalu berubah keputusannya setiap pertemuan, padahal udah usaha keras banget.",Anger,clean
MHS_D00020,,Sadness,dirty_missing_text
MHS_09628,"Alhamdulillah seneng banget hari ini, karena diterima magang di tempat yang diinginkan setelah usaha panjang, alhamdulillah semuanya lancar.",Joy,clean
MHS_06075,"Lagi di titik terendah kayaknya, habis ngalamin nilai IPK turun semester ini pas lagi coba fokus merapikan format daftar pustaka, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_03444,"Dibuat frustrasi terus, diperlakuin semena-mena sama partner kelompok tugas akhir soal mengubah standar penilaian di tengah proses, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_03248,"Sumpah kesel banget hari ini, udah bersabar tapi ketua himpunan tetap memberi deadline baru yang tidak masuk akal, males banget sumpah.",Anger,clean
MHS_08752,"Deg-degan parah nih, bayangin bimbingan draf final besok aja udah bikin tangan gemetar setiap kali harus mulai ngerjain, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_03796,"Bener-bener bikin emosi, kerja keras buat format laporan yang berubah-ubah tapi hasilnya tidak hadir tanpa pemberitahuan sebelumnya, padahal udah usaha keras banget.",Anger,clean
MHS_00275,"Duh, pengen nangis rasanya, ngetik buat laporan akhir magang tapi koneksi internet kosan tidak stabil bikin makin berat, capek banget ya Allah.",Sadness,clean
MHS_07712,"Dibuat frustrasi terus, harusnya sistem birokrasi kampus yang berbelit beres tapi dosen pembimbing utama justru memberi deadline baru yang tidak masuk akal, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_00722,"Jadwal hari ini, mau sebar kuesioner online bareng teman-teman, yang penting kewajiban kelar satu-satu.",Neutral,clean
MHS_09353,"Rasanya mau meledak, sama partner kelompok tugas akhir yang menegur di depan seluruh kelas, males banget sumpah.",Anger,clean
MHS_04676,"Gak habis pikir sama situasi ini, sama ketua kelompok belajar yang tidak memberikan feedback draf selama berbulan-bulan, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_04819,"Hari ini biasa aja, fokus menyusun daftar pertanyaan kuesioner di kosan, lumayan bisa progress dikit-dikit.",Neutral,clean
MHS_09759,"Panik terus dari tadi, takut banget kalau blank total saat presentasi nanti di depan semua orang, takut banget kalau sampai ga berhasil.",Fear,clean
MHS_05722,"Bener-bener bikin emosi, situasi format laporan yang berubah-ubah makin parah karena tidak hadir tanpa pemberitahuan sebelumnya, bikin mood rusak seharian.",Anger,clean
MHS_03697,"Bersyukur banget, karena diterima magang di tempat yang diinginkan setelah usaha panjang, semoga terus konsisten kayak gini.",Joy,clean
MHS_04659,"Jujur lagi di fase paling berat, ngerasa tertinggal jauh karena dospem susah ditemui dan sering reschedule pas lagi kejar proposal PKM ini, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_D01682,"   Makin hari makin enek, diperlakuin semena-mena sama ketua kelompok belajar soal memberi deadline baru yang tidak masuk akal, bener-bener gak dihargai usahanya.  ",Sadness,dirty_whitespace
MHS_06998,"Rasanya mau meledak, harusnya sistem birokrasi kampus yang berbelit beres tapi ketua himpunan justru menghilang saat paling dibutuhkan untuk kerja kelompok, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_02904,"Anxiety kumat lagi nih, ada tuntutan finansial keluarga yang mendesak yang bikin makin ga sanggup, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_00388,"Mental udah di ujung, udah usaha keras buat merevisi bagian yang dikoreksi pembimbing tapi data yang dikumpulkan dinyatakan tidak valid bikin hancur semuanya, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_D02043,"Dibuat frustrasi terus, ngejalanin jadwal bimbingan yang tidak konsisten dengan susah payah tapi selalu berubah keputusannya setiap pertemuan, capek ngadepin situasi kayak gini terus.",Anger,dirty_duplicate
MHS_07653,"Gak tau lagi harus gimana, udah usaha keras buat merapikan format daftar pustaka tapi data yang dikumpulkan dinyatakan tidak valid bikin hancur semuanya, capek banget ya Allah.",Sadness,clean
MHS_00097,"Stres dan ngerasa sendirian, habis ngalamin nilai IPK turun semester ini pas lagi coba fokus menganalisis hasil wawancara, semoga ini cepet berlalu.",Sadness,clean
MHS_02380,"Anxiety kumat lagi nih, pertanyaan kapan wisuda yang terus datang yang terus menumpuk bikin tangan gemetar setiap kali harus mulai ngerjain, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_D01635,"   Lega banget rasanya, dapet kabar kalau bab 3 resmi di-acc oleh dospem, malam ini bisa tidur tenang.  ",Fear,dirty_whitespace
MHS_09033,"Gak habis pikir sama situasi ini, situasi sistem birokrasi kampus yang berbelit makin parah karena memberi tugas tambahan mendekati deadline rapat, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_08674,"Gak tau lagi harus gimana, tiap hari harus merapikan format daftar pustaka tapi rekan kelompok tidak bisa diandalkan, rasanya pengen menyerah aja.",Sadness,clean
MHS_05873,"Gak tau lagi harus gimana, habis ngalamin draf dibilang kurang layak oleh pembimbing pas lagi coba fokus mencatat poin penting dari buku referensi, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_08498,"Hari ini biasa aja, pergi ke sekretariat himpunan buat mempersiapkan bahan presentasi, pelan-pelan asal konsisten.",Neutral,clean
MHS_00145,"Mood drop drastis hari ini, ngetik buat skripsi ini tapi rekan kelompok tidak bisa diandalkan bikin makin berat, capek banget ya Allah.",Sadness,clean
MHS_07615,"Panik terus dari tadi, mikirin sidang skripsi bulan depan yang makin deket tanggalnya, kepikiran terus sampe susah tidur.",Fear,clean
MHS_D01567,"   Lagi di titik terendah kayaknya, tiap hari harus mencatat poin penting dari buku referensi tapi energi terkuras habis karena kerja shift malam, ujungnya cuma bisa pasrah deh.  ",Anger,dirty_whitespace
MHS_D01344,"   Makin hari makin enek, harusnya jadwal bimbingan yang tidak konsisten beres tapi dosen pembimbing utama justru menegur di depan seluruh kelas, lelah harus selalu jadi pihak yang sabar.  ",Neutral,dirty_whitespace
MHS_02820,"Tiap malam gelisah, mikirin sidang skripsi bulan depan yang makin deket tanggalnya, takut banget kalau sampai ga berhasil.",Fear,clean
MHS_01905,"Gak sia-sia perjuangan selama ini, akhirnya bisa melewati bab 3 resmi di-acc oleh dospem dengan hasil baik, semoga terus konsisten kayak gini.",Joy,clean
MHS_00142,"Lagi di titik terendah kayaknya, energi udah habis buat mencatat poin penting dari buku referensi tapi tetep dapet metode penelitian harus diganti total dari awal, semoga ini cepet berlalu.",Sadness,clean
MHS_07333,"Hampa banget rasanya hari ini, udah usaha keras buat merevisi bagian yang dikoreksi pembimbing tapi draf dibilang kurang layak oleh pembimbing bikin hancur semuanya, semoga besok lebih baik.",Sadness,clean
MHS_06133,"Tiap malam gelisah, belum siap sama sekali buat ngadepin bimbingan draf final besok, semoga semuanya berjalan lancar.",Fear,clean
MHS_D01147,"   Rasanya mau meledak, diperlakuin semena-mena sama ketua himpunan soal menegur di depan seluruh kelas, males banget sumpah.  ",Anger,dirty_whitespace
MHS_D00009,,Fear,dirty_missing_text
MHS_05178,"Panik terus dari tadi, takut banget kalau gagal mendapat nilai minimal di depan semua orang, kepikiran terus sampe susah tidur.",Fear,clean
MHS_09470,"Anxiety kumat lagi nih, pertanyaan kapan wisuda yang terus datang yang terus menumpuk bikin tangan gemetar setiap kali harus mulai ngerjain, semoga kuat ngadepin semuanya.",Fear,clean
MHS_09453,"Gak bisa tenang sama sekali, ada ekspektasi orang tua yang sangat tinggi yang bikin makin ga sanggup, kepikiran terus sampe susah tidur.",Fear,clean
MHS_01192,"Overthinking banget belakangan ini, dengan kondisi sekarang, ngadepin sidang skripsi bulan depan rasanya mustahil, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_04178,"Bener-bener ngerasa down parah, energi udah habis buat merevisi bagian yang dikoreksi pembimbing tapi tetep dapet belum nemu solusi di bagian olah data statistik, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_05244,"Bisa-bisanya diperlakuin kayak gini, diperlakuin semena-mena sama dosen pembimbing utama soal memberi deadline baru yang tidak masuk akal, lelah harus selalu jadi pihak yang sabar.",Anger,clean
MHS_00752,"Alhamdulillah seneng banget hari ini, punya rekan tugas akhir yang solid yang sabar dan konsisten dalam membimbing, rasanya beban berkurang banyak.",Joy,clean
MHS_07780,"Bersyukur banget, perjuangan buat selesai sidang sempro dengan lancar akhirnya terbayar, alhamdulillah semuanya lancar.",Joy,clean
MHS_02810,"Duh, pengen nangis rasanya, ngetik buat laporan akhir magang tapi otak udah buntu ga bisa mikir jernih bikin makin berat, semoga ini cepet berlalu.",Sadness,clean
MHS_09004,"Lagi di titik terendah kayaknya, energi udah habis buat mencatat poin penting dari buku referensi tapi tetep dapet belum nemu solusi di bagian olah data statistik, sedihnya udah nembus-nembus.",Sadness,clean
MHS_07639,"Mental udah di ujung, tiap hari harus mencatat poin penting dari buku referensi tapi energi terkuras habis karena kerja shift malam, rasanya pengen menyerah aja.",Sadness,clean
MHS_08150,"Deg-degan parah nih, tiap inget bimbingan draf final besok langsung tangan gemetar setiap kali harus mulai ngerjain, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_D00482,"Hampa banget rasanya hari ini, stuck di proposal PKM ini gara-gara energi terkuras habis karena kerja shift malam, rasanya pengen menyerah aja.",,dirty_missing_emotion
MHS_06678,"Bener-bener ngerasa down parah, ngerasa tertinggal jauh karena metode penelitian harus diganti total dari awal pas lagi kejar progress bimbingan minggu ini, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_06222,"Takut banget ya Allah, belum siap sama sekali buat ngadepin sidang skripsi bulan depan, rasanya waktu terus berjalan tapi persiapan belum siap.",Fear,clean
MHS_07289,"Panik terus dari tadi, kalau nanti tidak bisa menjawab pertanyaan dosen penguji dengan benar beneran kejadian, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_D01259,"   Bener-bener bikin emosi, kerja keras buat jadwal bimbingan yang tidak konsisten tapi hasilnya hanya di-read tanpa balasan, males banget sumpah.  ",Neutral,dirty_whitespace
MHS_04782,"Stres dan ngerasa sendirian, tiap hari harus merapikan format daftar pustaka tapi otak udah buntu ga bisa mikir jernih, rasanya pengen menyerah aja.",Sadness,clean
MHS_07402,"Panik terus dari tadi, tekanan dari angkatan yang sudah banyak lulus yang terus menumpuk bikin langsung panik dan tidak bisa fokus sama sekali, semoga kuat ngadepin semuanya.",Fear,clean
MHS_09858,"Sumpah kesel banget hari ini, urusan sistem birokrasi kampus yang berbelit ga kelar-kelar karena hanya di-read tanpa balasan, males banget sumpah.",Anger,clean
MHS_09332,"Jujur lagi di fase paling berat, tiap hari harus merapikan format daftar pustaka tapi selalu ada revisi baru dari dosen penguji tiap ketemu, sedihnya udah nembus-nembus.",Sadness,clean
MHS_09115,"Jujur lagi di fase paling berat, tiap hari harus menganalisis hasil wawancara tapi dospem susah ditemui dan sering reschedule, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_02546,"Gak bisa tenang sama sekali, tiap inget bimbingan draf final besok langsung jantung berdebar kencang saat melihat notifikasinya, rasanya waktu terus berjalan tapi persiapan belum siap.",Fear,clean
MHS_D00341,"Kepikiran terus ga bisa berhenti, takut banget kalau tidak lulus dalam sidang pertama di depan semua orang, rasanya waktu terus berjalan tapi persiapan belum siap.",,dirty_missing_emotion
MHS_D01339,"   Hampa banget rasanya hari ini, habis ngalamin dosen minta ganti metode pas udah di bab 4 pas lagi coba fokus menyusun daftar pertanyaan kuesioner, sedihnya udah nembus-nembus.  ",Anger,dirty_whitespace
MHS_04337,"Gak bisa tenang sama sekali, belum siap sama sekali buat ngadepin sidang skripsi bulan depan, takut banget kalau sampai ga berhasil.",Fear,clean
MHS_09732,"Gak habis pikir sama situasi ini, diperlakuin semena-mena sama koordinator magang soal memberi deadline baru yang tidak masuk akal, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_09434,"Bener-bener ngerasa down parah, stuck di revisi bab 4 gara-gara dospem susah ditemui dan sering reschedule, capek banget ya Allah.",Sadness,clean
MHS_02352,"Sumpah kesel banget hari ini, diperlakuin semena-mena sama ketua kelompok belajar soal menghilang saat paling dibutuhkan untuk kerja kelompok, bener-bener gak dihargai usahanya.",Anger,clean
MHS_D00432,"Lagi di titik terendah kayaknya, energi udah habis buat mencatat poin penting dari buku referensi tapi tetep dapet energi terkuras habis karena kerja shift malam, rasanya pengen menyerah aja.",,dirty_missing_emotion
MHS_D01667,"   Hampa banget rasanya hari ini, ngetik buat revisi bab 4 tapi selalu ada revisi baru dari dosen penguji tiap ketemu bikin makin berat, bener-bener butuh istirahat panjang.  ",Anger,dirty_whitespace
MHS_07305,"Panik terus dari tadi, bayangin penilaian akhir magang pekan ini aja udah bikin tangan gemetar setiap kali harus mulai ngerjain, semoga kuat ngadepin semuanya.",Fear,clean
MHS_04457,"Mood drop drastis hari ini, udah usaha keras buat membaca ulang jurnal-jurnal acuan tapi revisi dicoret semua tanpa penjelasan yang jelas bikin hancur semuanya, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_01181,"Bisa-bisanya diperlakuin kayak gini, udah bersabar tapi dosen pembimbing utama tetap tidak memberikan feedback draf selama berbulan-bulan, males banget sumpah.",Anger,clean
MHS_D02100,"Lagi di titik terendah kayaknya, udah usaha keras buat menyusun daftar pertanyaan kuesioner tapi sidang proposal ditunda lagi tanpa alasan pasti bikin hancur semuanya, semoga ini cepet berlalu.",Sadness,dirty_duplicate
MHS_D00709,"Capek banget asli, ngetik buat laporan akhir magang tapi belum nemu solusi di bagian olah data statistik bikin makin berat, rasanya pengen menyerah aja.",Sadnes,dirty_typo_Sadness
MHS_04440,"Mood drop drastis hari ini, ngerasa tertinggal jauh karena rekan kelompok tidak bisa diandalkan pas lagi kejar tugas akhir semester ini, rasanya pengen menyerah aja.",Sadness,clean
MHS_00295,"Akhirnya kabar baik datang, perjuangan buat judul skripsi akhirnya disetujui kaprodi akhirnya terbayar, malam ini bisa tidur tenang.",Joy,clean
MHS_06389,"Hampa banget rasanya hari ini, ngerasa tertinggal jauh karena dospem susah ditemui dan sering reschedule pas lagi kejar tugas akhir semester ini, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_08864,"Mental udah di ujung, energi udah habis buat merevisi bagian yang dikoreksi pembimbing tapi tetep dapet selalu ada revisi baru dari dosen penguji tiap ketemu, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_D00635,"Bener-bener ngerasa down parah, ngetik buat skripsi ini tapi selalu ada revisi baru dari dosen penguji tiap ketemu bikin makin berat, ujungnya cuma bisa pasrah deh.",Sadnes,dirty_typo_Sadness
MHS_07277,"Rasanya mau meledak, harusnya sistem birokrasi kampus yang berbelit beres tapi ketua kelompok belajar justru menghilang saat paling dibutuhkan untuk kerja kelompok, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_08577,"Jadwal hari ini, ada agenda sebar kuesioner online yang harus diselesaikan, standar hari-hari mahasiswa.",Neutral,clean
MHS_02533,"Rencananya hari ini, mulai hari dengan merevisi bagian yang dikoreksi pembimbing dulu sebelum kuliah, semoga semuanya berjalan lancar.",Neutral,clean
MHS_09294,"Gak habis pikir sama situasi ini, kerja keras buat revisi yang standarnya terus berubah tapi hasilnya selalu berubah keputusannya setiap pertemuan, lelah harus selalu jadi pihak yang sabar.",Anger,clean
MHS_08472,"Mental udah di ujung, habis ngalamin nilai IPK turun semester ini pas lagi coba fokus menyusun daftar pertanyaan kuesioner, semoga ini cepet berlalu.",Sadness,clean
MHS_08493,"Mental udah di ujung, ngetik buat syarat kelulusan semester ini tapi belum nemu solusi di bagian olah data statistik bikin makin berat, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_07962,"Alhamdulillah seneng banget hari ini, setelah sekian lama berjuang, berhasil mengumpulkan data lapangan sesuai target terwujud juga, ini jadi motivasi buat terus maju.",Joy,clean
MHS_06282,"Tiap malam gelisah, tiap inget presentasi sempro minggu ini langsung tangan gemetar setiap kali harus mulai ngerjain, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_03693,"Bisa-bisanya diperlakuin kayak gini, ngejalanin format laporan yang berubah-ubah dengan susah payah tapi hanya di-read tanpa balasan, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_04506,"Bersyukur banget, karena judul skripsi akhirnya disetujui kaprodi setelah usaha panjang, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_03724,"Rasanya mau meledak, diperlakuin semena-mena sama dosen penguji soal menghilang saat paling dibutuhkan untuk kerja kelompok, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_09168,"Gak habis pikir sama situasi ini, ngadepin sistem birokrasi kampus yang berbelit yang terus-terusan hanya di-read tanpa balasan, males banget sumpah.",Anger,clean
MHS_D00728,"Hampa banget rasanya hari ini, berjuang buat skripsi ini namun terus dihambat belum nemu solusi di bagian olah data statistik, semoga besok lebih baik.",Sadnes,dirty_typo_Sadness
MHS_D00919,"Rasanya mau meledak, situasi jadwal bimbingan yang tidak konsisten makin parah karena mengabaikan pertanyaan yang sudah dikirim lewat email, ga ngerti lagi cara mikirnya.",anger,dirty_typo_Anger
MHS_D00986,"Makin hari makin enek, udah bersabar tapi partner kelompok tugas akhir tetap menegur di depan seluruh kelas, males banget sumpah.",anger,dirty_typo_Anger
MHS_00889,"Kepikiran terus ga bisa berhenti, takut banget kalau draf revisian akhir ditolak lagi di depan semua orang, semoga kuat ngadepin semuanya.",Fear,clean
MHS_D00358,"Mental udah di ujung, energi udah habis buat menganalisis hasil wawancara tapi tetep dapet energi terkuras habis karena kerja shift malam, semoga besok lebih baik.",,dirty_missing_emotion
MHS_04951,"Bersyukur banget, perjuangan buat selesai sidang sempro dengan lancar akhirnya terbayar, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_04967,"Jujur lagi di fase paling berat, ngerasa tertinggal jauh karena koneksi internet kosan tidak stabil pas lagi kejar revisi bab 4, semoga ini cepet berlalu.",Sadness,clean
MHS_00422,"Gak bisa tenang sama sekali, kalau nanti blank total saat presentasi nanti beneran kejadian, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_04474,"Stres dan ngerasa sendirian, stuck di laporan akhir magang gara-gara deadline bertumpuk di minggu yang sama, capek banget ya Allah.",Sadness,clean
MHS_05810,"Tiap malam gelisah, takut banget kalau tidak lulus dalam sidang pertama di depan semua orang, semoga semuanya berjalan lancar.",Fear,clean
MHS_04242,"Sabar ada batasnya, situasi jadwal bimbingan yang tidak konsisten makin parah karena memberi tugas tambahan mendekati deadline rapat, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_09003,"Rencananya hari ini, ngelanjutin tugas mingguan mata kuliah utama yang kemarin belum selesai, standar hari-hari mahasiswa.",Neutral,clean
MHS_07362,"Mood langsung naik, dapet kabar kalau bab 3 resmi di-acc oleh dospem, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_D01025,"   Rutinitas normal seperti biasa, nyicil draf proposal penelitian sambil menganalisis hasil wawancara, semoga semuanya berjalan lancar.  ",Joy,dirty_whitespace
MHS_04654,"Rasanya mau meledak, sama dosen pembimbing utama yang menghilang saat paling dibutuhkan untuk kerja kelompok, bikin mood rusak seharian.",Anger,clean
MHS_00883,"Gak habis pikir sama situasi ini, situasi jadwal bimbingan yang tidak konsisten makin parah karena tidak hadir tanpa pemberitahuan sebelumnya, bikin mood rusak seharian.",Anger,clean
MHS_01363,"Overthinking banget belakangan ini, mikirin sidang skripsi bulan depan yang makin deket tanggalnya, kepikiran terus sampe susah tidur.",Fear,clean
MHS_00025,"Rasanya mau meledak, sama ketua kelompok belajar yang mengubah standar penilaian di tengah proses, padahal udah usaha keras banget.",Anger,clean
MHS_09726,"Hari yang luar biasa, setelah sekian lama berjuang, judul skripsi akhirnya disetujui kaprodi terwujud juga, semoga terus konsisten kayak gini.",Joy,clean
